QID,Wikipedia_Title
Q210755,Richard Keogh
Q129421,"University of California, Davis"
Q1577458,Sørlandet Line
Q24006364,Josh Perkins
Q1120576,Communist Party of Britain
Q17330556,Peter Pellegrini
Q4686155,Aurel Șunda
Q56818689,Kim Jae-ryong
Q58839682,José Alberto (footballer)
Q6866227,Minister of Justice (New Zealand)
Q1622208,Steel Azin F.C.
Q3935,Windhoek
Q1238979,Don Brash
Q291887,Íñigo Méndez de Vigo
Q12182638,Iyad bin Amin Madani
Q18528,Woking F.C.
Q239333,People's Party for Freedom and Democracy
Q3590754,Portugal national under-17 football team
Q1023532,Atlas F.C.
Q10967436,Brisbane Heat
Q8015,Artur Mas
Q1200904,Macquarie Group
Q6508547,Leader of the Opposition (New Zealand)
Q436230,Lucas Biglia
Q512662,Meråker Line
Q468064,Louka Katseli
Q270094,Marisol Touraine
Q2690181,Mustafa Nayyem
Q617244,Volksbühne
Q633448,Geelong Grammar School
Q3328963,Mustapha Madih
Q826060,Bernhard Trares
Q5002582,Butler Bulldogs men's basketball
Q42770663,Keisha Lance Bottoms
Q7323921,"Richard Baker (British businessman, born 1962)"
Q7673984,Tacoma Art Museum
Q3315134,Minister for Women and Equalities
Q17180734,Hasan Lika
Q1357640,Reince Priebus
Q157808,Technical University of Munich
Q219694,Complutense University of Madrid
Q3823451,"Francisco (footballer, born 1978)"
Q673718,Rémi Mathis
Q73769994,Kate Snyder
Q542074,Mohammad Bagher Ghalibaf
Q20751607,Francisco Benítez (cyclist)
Q32620,Tulsi Gabbard
Q445939,Roger Scruton
Q7668627,T. R. Zeliang
Q16140300,Niwatthamrong Boonsongpaisan
Q76570207,Kelly Loeffler
Q723942,Sándor Preisinger
Q231413,Mona Sahlin
Q3778169,Luke 'Ming' Flanagan
Q6865935,Minister for National Defence (Greece)
Q18163310,Richard G. Whitman
Q491748,Deloitte
Q87188650,Joseph Jouthe
Q184362,Claude Makélélé
Q172030,McLaren
Q2607186,Michael McGinn
Q28874479,The Boring Company
Q161562,California Institute of Technology
Q18393716,Rebecca Johnson (geneticist)
Q14928588,Kostas Bakoyannis
Q1518836,Sunrisers Hyderabad
Q1144725,Microsoft Research
Q169272,HTC–Highroad
Q96634348,Jérôme Arpinon
Q3051758,Elsie Lefebvre
Q16997588,Minister for Portsmouth
Q3631272,Advocate General for Northern Ireland
Q1750005,Luboš Urban
Q91212834,DiDi Richards
Q350447,Dušan Bajević
Q6514364,Chief of Defence (Sweden)
Q3633455,Gopinath Munde
Q420641,Daniel Oprița
Q2299911,Workers' Party (Singapore)
Q732375,Hakimullah Mehsud
Q5508587,Fumio Hayashi
Q25430233,Norwegian Railway Directorate
Q926248,Kawhi Leonard
Q142613,Cheteshwar Pujara
Q2053150,Union Monégasque
Q20684893,Bob Muglia
Q1008,Ivory Coast
Q190080,Carnegie Mellon University
Q62066729,Kasia Rejzner
Q337117,"Charlie Falconer, Baron Falconer of Thoroton"
Q2305065,Pasquale Marino
Q5959623,Kiko Ramírez
Q3605476,Adolfo Sormani
Q51010368,Fletcher Magee
Q17055796,David Seymour
Q3082317,Franck de Lapersonne
Q27947690,Simon Stoddart
Q151853,Mark van Bommel
Q20711172,Tomi Lahren
Q583533,Roberto Cassinelli
Q335688,Milorad Dodik
Q185081,Marco Materazzi
Q60518792,Landless People's Movement (Namibia)
Q509170,S.K. Beveren
Q3874192,Netherlands Handball Association
Q1783910,NRK Sápmi
Q191136,James Milner
Q558041,Thorsten Fink
Q6832031,Michael L. Littman
Q309948,Ruhr University Bochum
Q7074312,Oakwood High School (Ohio)
Q1290282,Čedomir Janevski
Q463055,Conservatoire de Paris
Q4189744,Deputy Prime Minister of Sweden
Q56640286,Valentin Konovalov
Q12300291,Aalborg University Copenhagen
Q972007,Eduardo Paes
Q5525838,"Gary Roberts (footballer, born 1987)"
Q994811,FC Red Bull Salzburg
Q4836900,BYU Cougars men's basketball
Q1369609,Yuriy Maksymov
Q20971281,Angelo De Donatis
Q19634024,"Eli Cohen (politician, born 1972)"
Q3776404,Pádraig Amond
Q19881380,Renown Health
Q22686,Donald Trump
Q15629005,Corinne Cahen
Q1022,Stuttgart
Q7914466,Vanderbilt University School of Medicine
Q99870136,Boy and Dog in a Johnnypump
Q7157787,Peadar Tóibín
Q13527921,Roberto Boscaglia
Q671950,SC Kriens
Q8760,Deportivo de La Coruña
Q2078913,Croatia Billie Jean King Cup team
Q5741535,Hermilando Mandanas
Q64748342,John Konchar
Q3555496,Panionios G.S.S.
Q4853351,Bamber Gascoigne
Q7431167,Schengen Castle
Q16186858,Anam Vivekananda Reddy
Q1520078,Michael Grade
Q6991448,Nenad Lalatović
Q6542390,"Libor Zábranský (ice hockey, born 1973)"
Q817964,Benno Möhlmann
Q593786,BT Group
Q4482196,"Vladimir Fedotov (footballer, born 1966)"
Q5289420,Yuri Shukanov
Q707398,Steven de Jongh
Q5127663,Clarkston High School (Washington)
Q192653,Czech Airlines
Q8774265,ElDiario.es
Q2911019,Premier of Quebec
Q3179810,Yeda Crusius
Q20934,Incheon
Q1856614,Paolo Rosola
Q3453452,Russell Copeman
Q628763,FC Bunyodkor
Q3314458,Miloud Chaabi
Q191,Estonia
Q5107300,Chris Mack (basketball)
Q6885594,Mladen Milinković
Q1192340,Guangzhou City F.C.
Q86019,Dirk Elbers
Q5644342,Hamburger SV II
Q505302,John Carney (Delaware politician)
Q42609669,Michael Bach (vision scientist)
Q19259177,Amadou Salifou
Q6865904,Minister for Justice (Ireland)
Q1806151,Lars-Hendrik Röller
Q7377923,Ruffin McNeill
Q5386280,Eric Chu
Q55413369,Loizza Aquino
Q64831217,Mahmud-Ali Kalimatov
Q310607,Atsuto Uchida
Q784586,Authenticity and Modernity Party
Q523543,Jonatan Johansson (footballer)
Q1511101,Prosperous Justice Party
Q9648304,Barbara Wohlmuth
Q2980334,C.D. Pinhalnovense
Q286140,Left Ecology Freedom
Q17090997,Munich International School
Q10621662,Swedish Intellectual Property Office
Q658270,KfW
Q2344683,Stephen F. Austin State University
Q1115813,Committee to Protect Journalists
Q18433444,Georges-Louis Bouchez
Q8723,Real Betis
Q6390443,Kenneth Mapp
Q707830,Vice President of the Republic of China
Q34198369,JETZT (party)
Q18704452,Samuel Joaquín Flores
Q214700,National Oceanic and Atmospheric Administration
Q2427511,Warren Joyce
Q318546,Abelardo Fernández
Q30264184,Center for Folklife and Cultural Heritage
Q4346087,Shaparak Khorsandi
Q1542536,The Atlantic
Q1161024,Taro Kono
Q362095,Michele Scarponi
Q19578,Colchester United F.C.
Q137374,Katie Ledecky
Q4272255,Ghida Fakhry
Q291303,Geoffrey Cox (British politician)
Q3917553,Igor Kovalevich
Q22280003,Rhana Devenport
Q1029968,United States Secretary of Energy
Q207800,Artur Boruc
Q179658,FCSB
Q982644,Masaaki Ōsawa
Q1338563,Max Hollein
Q503084,Andrei Zygmantovich
Q6075729,Koray Aydın
Q5268730,Dhaka Capitals
Q1706119,Josef Zinnbauer
Q1185837,Democratic Action Party
Q18538172,Stelian Bordeianu
Q438848,Meir Dagan
Q17410766,Mochammad Anton
Q727967,José Vicente García
Q63181940,Idit Silman
Q695272,Naomi Long
Q7789484,Thomas F Krauss
Q780231,Jean Tremblay
Q5340252,Edrick Floréal
Q329812,Sporting Kansas City
Q21061470,Ilkeston Town F.C. (1945)
Q453940,Sofronis Avgousti
Q42534669,Ada Osakwe
Q879347,Bjarne Berntsen
Q560930,Paavo Väyrynen
Q6146472,Jamiat Ahle Hadith
Q2550683,Governor of Oklahoma
Q10590,Gavin Mahon
Q63220969,Sihle Zikalala
Q1400,Pennsylvania
Q7436908,Scott Morrison
Q24045777,Solidarity Movement (Cyprus)
Q2454929,Sutton United F.C.
Q254039,Lappeenranta Airport
Q216503,C.S. Marítimo
Q15304810,Prime Minister of Romania
Q62093,David McAllister
Q1026514,League of Social Democrats
Q220490,Zoran Barisic
Q1142924,University of Malaya
Q7825807,Torild Skard
Q208104,Xabi Alonso
Q18420177,National Democratic Movement (Bosnia and Herzegovina)
Q28147283,Denk (political party)
Q73708,FK Kukësi
Q211753,IF Elfsborg
Q12014326,Sylvia Mathews Burwell
Q172014,Ghana national football team
Q391256,David Gauke
Q84086,Aleksandar Mitrović
Q20675974,Stamen Belchev
Q1045461,Carson Palmer
Q19612046,Mustafa Tuna
Q7842863,Trinity International University
Q2113902,Elena Delle Donne
Q5216760,Daniel Carp
Q19801137,Sergi Miquel
Q895873,Pierre Méhaignerie
Q1383718,Michal Horňák
Q18113714,Ko Wen-je
Q2732465,Jean-Louis Gasset
Q21828514,Quetta Gladiators
Q169452,Shaquille O'Neal
Q3530594,Kieron Pollard
Q954828,CRC Press
Q8079584,"Þórður Þórðarson (footballer, born 1972)"
Q211477,FC Dinamo Minsk
Q3099714,Justin Trudeau
Q16915552,Marta Kuzma
Q1822905,Liberal National Party of Queensland
Q715046,Orlando Smith
Q4977626,Bruce Harrell
Q289348,London South Bank University
Q6835116,Michael Viscardi
Q14686840,"St. Pius X Catholic High School (Chamblee, Georgia)"
Q1292535,Chennai Super Kings
Q7944126,Václav Kotal
Q38022,St. Louis
Q213654,Christian Democrats (Sweden)
Q538376,Barbara Stamm
Q19428891,Euclid Tsakalotos
Q1568142,Chief of the General Staff (United Kingdom)
Q18406571,Artem Oganov
Q308683,Chicago Fire FC
Q328313,Houston Dynamo FC
Q6508557,Leader of the Opposition (Queensland)
Q1128631,Leeds United F.C.
Q1158981,Dan Alexa
Q2775535,Marc Janssens
Q2076366,Peter Knäbel
Q77391,Stanislaw Tillich
Q10855915,Kim Han-gil
Q19825046,Wade MacLauchlan
Q57438,Macky Sall
Q351004,Chris Hughton
Q65379,Virginia Tech
Q47148891,Liv Inger Somby
Q5984807,Ibrahima Kassory Fofana
Q6395733,Kevin Andrews (politician)
Q15735712,Patricio Lorente
Q21890311,Juan Branco
Q54553317,Russia of the Future
Q387006,Fidesz
Q184,Belarus
Q183326,Armenia national football team
Q3129773,City Council of Barcelona
Q4073580,Vladimir Ashurkov
Q1387226,FC Jazz
Q19589,Doncaster Rovers F.C.
Q444093,Thanos Plevris
Q2158434,Radoslav Batak
Q128932,Élie Baup
Q2044,Florence
Q61751194,Change UK
Q23789296,Viðreisn
Q50600,Carlos Tevez
Q784504,Alberto João Jardim
Q20916,Liberty Korea Party
Q47589,Renato Schifani
Q981579,Gert Verheyen
Q983847,Dmitry Rybolovlev
Q495877,President of Slovenia
Q952268,Jim Sensenbrenner
Q1494057,Republican Guard (France)
Q221671,FC Slovan Liberec
Q5644660,Asociación Coronel Brandsen
Q664881,Franklin & Marshall College
Q8749,RC Celta de Vigo
Q56809232,Brandon Clarke
Q34490,Al-Qaeda
Q57373157,Maeen Abdulmalik Saeed
Q1387710,FC Südtirol
Q2588981,Dynamo Kursk
Q17080503,Alzheimer's Society
Q3792456,Igors Sļesarčuks
Q1616755,Leonardo Scarselli
Q16731481,Sam Liccardo
Q9408,Barnet F.C.
Q26871088,Malaysian United Indigenous Party
Q1416890,Fine Arts Museums of San Francisco
Q462822,Rubén Pérez
Q4745311,American University in the Emirates
Q1363910,Archbishop of York
Q5449546,Minister of Finance (Pakistan)
Q200410,Oregon Ducks
Q1029955,United States Secretary of Agriculture
Q168751,Duke University
Q619502,Aleksandr Tarkhanov
Q4818613,Attorney-General of Western Australia
Q4383789,Yury Puntus
Q37100,Auckland
Q24321994,Heather Cox Richardson
Q29349943,Deborah A. Cobb-Clark
Q1355043,Minister for Foreign Affairs (Japan)
Q23135,Worcestershire
Q15617226,Giorgio Contini
Q16179626,Laura Borràs
Q716649,Jesse Robredo
Q4112016,Virginia Cavaliers men's basketball
Q59284725,Indira Alfonzo
Q16215972,András Nemény
Q5622436,Guy Luzon
Q526416,Linha do Algarve
Q6508524,Leader of the Labour Party (Ireland)
Q1631770,Howard Davies (economist)
Q615811,Security Service of Ukraine
Q42869631,Germaine Buck Louis
Q5693758,Heather Bresch
Q1327389,RCS MediaGroup
Q5951723,Juan Orlando Hernández
Q775507,Aurelijus Skarbalius
Q3251793,"Minister of Immigration, Refugees and Citizenship"
Q2546210,Gilberto Kassab
Q539814,Richard M. Daley
Q56046771,Diana Egerton-Warburton
Q150289,Winston Reid
Q14715517,Harvard Graduate School of Education
Q3414536,Quincy Miller
Q16205924,Mike Locksley
Q1127218,Constitutional Council (France)
Q1760078,Mayor of Chicago
Q10549550,Paul Ashworth
Q24083585,Abolish the Welsh Assembly Party
Q799577,Pakistan Muslim League (N)
Q16214242,Jackie Trad
Q201360,Grasshopper Club Zurich
Q4650887,ACT Meteors
Q2987224,Volodymyr Stelmakh
Q7591772,"St. Stephen's Episcopal School (Austin, Texas)"
Q855496,Biarritz Olympique
Q6536506,Lewis Dunk
Q188457,Danny Welbeck
Q132287,Adrian Falub
Q3247878,Head of the Minister of Defence's military cabinet (France)
Q16607766,"Ministry of Interior, Justice and Peace (Venezuela)"
Q8703,Gatwick Airport
Q1918,Franck Ribéry
Q59165,ProSiebenSat.1 Media
Q1392497,Peter de Villiers
Q553935,Heraeus
Q2739680,Association for the Advancement of Artificial Intelligence
Q16952,Peking University
Q98098468,Andrew Furey
Q1619368,Karel Stromšík
Q23760739,Manuel Knoll
Q777060,Bergen Line
Q1386226,SPD Bavaria
Q6110240,Jabo Ibehre
Q162472,FK Příbram
Q441633,Albin Kurti
Q9303115,Rafał Trzaskowski
Q4371978,Ilya Ponomarev
Q543467,G.D. Chaves
Q2718215,Ivan Tomić
Q3544507,Lito Vidigal
Q60545,Moussa Sissoko
Q546118,Paris-Sorbonne University
Q1758412,Prime Minister of Peru
Q1571266,Ulysses S. Grant Memorial
Q333012,Justine Greening
Q19361613,Jon M. Davis
Q565558,Schott AG
Q10860995,Naomichi Ueda
Q373274,Eric Shinseki
Q195956,Hatnua
Q1655599,Ichita Yamamoto
Q1324468,Ian Evatt
Q1687220,Jens Härtel
Q159813,Nick Griffin
Q2744099,Vertex Pharmaceuticals
Q806651,Central Bank of Russia
Q742648,Xabier Zandio
Q843405,President of Georgia
Q1381954,Baroda cricket team
Q4756289,Andrew Barr
Q739287,Panathinaikos B.C.
Q5336135,Eddie Howe
Q188399,Central Bohemian Region
Q2246893,Pia Locatelli
Q15076375,Yury Konoplev
Q297252,David Moyes
Q3866646,Movement for the Left
Q310813,Luciano Spalletti
Q1461799,Gazprom Neft
Q3720211,Washington State Cougars men's basketball
Q932062,Nanne Bergstrand
Q2978540,Vice President of Brazil
Q372643,"Carlos Eduardo (footballer, born 1987)"
Q155,Brazil
Q15039982,Shadow Secretary of State for Business and Trade
Q2004561,Perimeter Institute for Theoretical Physics
Q16328959,Staikos Vergetis
Q213459,Darren Bent
Q7619019,Stone Ridge School of the Sacred Heart
Q4060448,Josep Lluís Alay
Q5051030,Cat Hope
Q4979321,Bruno Baltazar
Q759482,US Cremonese
Q728557,Floriana F.C.
Q3309025,Michel Bissonnet
Q3011095,C8 (French TV channel)
Q189,Iceland
Q18350596,David Kaye (academic)
Q26206,Klaus Ernst
Q16733470,Mark Norman (Canadian naval officer)
Q355463,Timo Soini
Q2821724,Abu Bakr al-Baghdadi
Q22079426,Madison Gesiotto Gilbert
Q709616,President of the State Affairs of North Korea
Q156725,University of Hamburg
Q2094335,United States Attorney
Q7893550,United States women's national under-23 soccer team
Q2690143,Lina Zahr Eddine
Q796040,Alpecin–Deceuninck
Q61889435,Firmin Ngrébada
Q16335154,Alfonso Valencia
Q783393,Tomasz Kulawik
Q967752,Latina Televisión
Q3162959,Jason Kenney
Q318458,Nguyễn Phú Trọng
Q80188217,Arti Agrawal
Q868581,Zastal Zielona Góra
Q943709,Pieter Huistra
Q19580,Coventry City F.C.
Q3210181,President of the Senate of the Czech Republic
Q9667644,Titans (cricket team)
Q7896545,University of Virginia School of Law
Q20031433,Bjørn Petter Ingebretsen
Q20058756,Freedom and Direct Democracy
Q463687,Julian Dean
Q19663616,Matt Stainbrook
Q115587,Christian Gross
Q103699,Gävleborg County
Q252276,IFK Mariehamn
Q23731823,Renaissance (French political party)
Q1093687,Tyler Clippard
Q1354960,Mohamed Salah
Q455384,Mirel Rădoi
Q80955,Santos FC
Q20977995,Chase Fieler
Q18018541,Minister of Foreign Affairs (Norway)
Q3319856,Xosé Manuel Beiras
Q2935827,Canal+ (Spanish TV channel)
Q45201,Rainer Woelki
Q514714,Netherlands national under-19 football team
Q3091283,FC Energetik-BGU Minsk
Q542990,Marco Rose
Q28824125,Hassan Ali Khaire
Q92984,Luis von Ahn
Q592639,Francis Chullikatt
Q12612463,Lee Jae-myung
Q942871,Renato Balduzzi
Q49121,Harvard Medical School
Q3167990,Jean-Michel Clément
Q1470087,DéFI
Q44983,Erwin Hoffer
Q5386790,Eric J. Perrodin
Q12618296,Chin Young
Q488418,Socialist Left Party (Norway)
Q19757566,Pluralsight
Q47537429,Bareunmirae Party
Q20165,Nissan
Q4182,Weizmann Institute of Science
Q1524056,Alain Carpentier
Q131215,SK Rapid Wien
Q609527,Maya Moore
Q626917,Chamois Niortais FC
Q6792720,Maureen Modiselle
Q4068147,Apparatus of the Government of Russia
Q136723,ICV–EUiA
Q8687,Athletic Bilbao
Q702650,Premier of the Republic of China
Q1568274,Hage Geingob
Q16146579,Carol Antonio Altamirano
Q179732,Nathan Deal
Q4116437,Sedki Sobhy
Q11796924,Minister for Climate Change (Australia)
Q18128069,Minister of Coal (India)
Q17070479,"Ministry of Buddha Sasana, Religious and Cultural Affairs"
Q516921,André Ayew
Q23055,Civic Party
Q399621,Mike Honda
Q13560902,Kimberly Guilfoyle
Q2654814,Gerald Joyce
Q7757011,The Physiological Society
Q193876,Bradley Wiggins
Q756504,Atlantik-Brücke
Q1573416,Madison Square Garden Sports
Q59625562,Sarah Bond
Q223514,Houston Texans
Q846183,UC Berkeley School of Law
Q1323196,Mike Thompson (California politician)
Q2900977,Brigham and Women's Hospital
Q6943223,Mustafa Akyol
Q11811869,List of ambassadors of the United States to Canada
Q19562415,National Party (Denmark)
Q1574487,Melbourne Storm
Q1357668,Gabriele Missaglia
Q39544594,Hannes Drews
Q724832,FC Zbrojovka Brno
Q311229,Joaquín Almunia
Q859265,Aleksandr Dyukov
Q2504940,Jamal Zahalka
Q845859,Cruz Azul
Q1318435,Nepal Rastra Bank
Q41681806,Leslie M. Hicks
Q636207,United States Attorney General
Q964493,Geraldo Alckmin
Q988626,El Hadji Diouf
Q5261047,Deputy Marshal of the Senate of Poland
Q5895075,Hong Kong Telecom
Q193272,ECOWAS
Q2015958,Armando Sadiku
Q1448544,Ministry of Health (Czech Republic)
Q190916,Club Brugge KV
Q954678,Aleš Čeh
Q1904760,Martin Pulpit
Q2824523,Board member
Q6710635,László Balint
Q6866352,Minister of State for Consumer Affairs and Food Safety
Q80713297,Malachi Flynn
Q2421143,Branko Brnović
Q450675,Pope Francis
Q2637295,"Míchel (footballer, born 1975)"
Q215569,Alain Juppé
Q117892,World Wide Fund for Nature
Q182609,Jacques Rogge
Q1809279,Lawrence T. Persico
Q20,Norway
Q1349204,Tomasz Hajto
Q267245,Portugal national football team
Q6973748,National Institute of Virology
Q56938690,Jane K. Willenbring
Q762411,Roberto Cota
Q31180634,Cho Myoung-gyon
Q19666,Current TV
Q81753651,Trey Lance
Q1137993,FK Radnički Niš
Q4992021,Kristian Thulesen Dahl
Q16236628,Fred VanVleet
Q3341844,Nikolaos Chountis
Q372372,Nuno Espírito Santo
Q314413,Kirk Hinrich
Q916967,KK Cibona
Q28912455,Pamela Rendi-Wagner
Q45102,Christian Ude
Q1536552,Golkar
Q1384634,Karnataka cricket team
Q62726046,Ivan Bakanov
Q502698,Federal Ministry of the Interior (Germany)
Q11508838,"Nikkei, Inc."
Q76891040,Kylie Moore-Gilbert
Q17101500,Valpak
Q58282,William Hague
Q18520,Luton Town F.C.
Q52627728,Kristin De Troyer
Q17036721,Josep Rull
Q10002,Enschede
Q152381,Mohamed Nasheed
Q57443919,Maura Hagan
Q2123628,Acting President of the United States
Q331838,Michael Steele
Q366559,Horst Hrubesch
Q259054,Jim Al-Khalili
Q1066032,Charles Scicluna
Q795978,FC Baltika Kaliningrad
Q298531,Chauncey Billups
Q15872832,BNNVARA
Q3147227,Ian Baraclough
Q167048,Ieke Moerdijk
Q204626,Hitotsubashi University
Q10602,Ashley Young
Q5846148,New Catalan Left
Q18738769,Lauren Williams (mathematician)
Q186478,Luca Toni
Q2093426,Sharan Burrow
Q535093,Jeff Saibene
Q738702,Pablo Urtasun
Q1962035,Aleksandar Ranković (footballer)
Q6033285,Ingrid Schaffner
Q1222671,Dieter Reiter
Q18631332,D. J. Durkin
Q1209571,President of the Philippines
Q1336179,Jesse Marsch
Q7735200,The Free Lance–Star
Q191138,Shunsuke Nakamura
Q547842,Uwe Peschel
Q500988,FK Žalgiris
Q460904,María Fernanda Espinosa
Q1098261,Claudiu Niculescu
Q2217615,Maxwell Silva
Q55833689,Vicki Grassian
Q7608426,Stephanie Wehner
Q50736163,Greek Solution
Q1086319,Christophe Detilloux
Q3400908,Jeffrey Mark Deskovic
Q181216,HNK Hajduk Split
Q58416549,Radovan Višković
Q3086602,Françoise Schepmans
Q4711909,Alberto Abadie
Q6866144,Minister of Foreign Affairs (Denmark)
Q131603,TSV 1860 Munich
Q7626721,Stuart Kettlewell
Q838330,University of Wisconsin–Madison
Q262617,Fuller Theological Seminary
Q5537216,George Brandis
Q61061097,Christian Nielsen (football manager)
Q3248381,Keiichi Zaizen
Q18764085,Ghulam Rasool Sahi
Q748445,Eskişehirspor
Q7139041,Parliamentary Secretary to the Treasury
Q1378539,Mumbai cricket team
Q1365182,Meng Jianzhu
Q7171821,Pete Aguilar
Q28204570,Walter Shaub
Q2036594,Sarah Wescot-Williams
Q283457,E. W. Scripps Company
Q511975,Vesthimmerland Municipality
Q3250656,Emeritus Senior Minister
Q1822266,Trey Gowdy
Q172567,Beşiktaş J.K.
Q1136066,Victoria cricket team
